disruption_event_id,total_enrolled_riders,claims_filed,claim_rate,is_api_verified,hour_of_day,is_anomaly
869,106,38,0.358,False,16,0
870,89,20,0.225,False,6,0
871,423,132,0.312,True,5,0
872,385,113,0.294,True,11,0
873,177,63,0.356,True,18,0
874,222,88,0.396,False,0,0
875,84,34,0.405,False,20,0
876,308,74,0.24,False,13,0
877,425,188,0.442,True,3,0
878,54,21,0.389,False,4,0
879,267,124,0.464,False,0,0
880,60,20,0.333,True,0,0
881,431,201,0.466,False,20,0
882,376,172,0.457,False,5,0
883,166,55,0.331,False,4,0
884,233,73,0.313,False,1,0
885,443,212,0.479,False,20,0
886,411,170,0.414,False,4,0
887,165,78,0.473,False,8,0
888,211,92,0.436,False,18,0
889,116,44,0.379,True,20,0
890,249,58,0.233,False,14,0
891,80,22,0.275,True,12,0
892,124,60,0.484,True,11,0
893,286,84,0.294,False,4,0
894,376,85,0.226,False,1,0
895,115,47,0.409,False,3,0
896,119,50,0.42,True,17,0
897,346,98,0.283,True,20,0
898,496,143,0.288,True,9,0
899,465,158,0.34,True,12,0
900,69,14,0.203,False,11,0
901,490,214,0.437,True,1,0
902,275,81,0.295,False,14,0
903,483,220,0.455,True,13,0
904,458,201,0.439,False,9,0
905,445,177,0.398,True,21,0
906,248,73,0.294,True,7,0
907,88,31,0.352,True,14,0
908,194,64,0.33,False,12,0
909,94,28,0.298,False,7,0
910,444,201,0.453,False,20,0
911,375,129,0.344,False,20,0
912,430,193,0.449,True,21,0
913,456,105,0.23,False,13,0
914,140,33,0.236,False,0,0
915,287,141,0.491,True,12,0
916,119,44,0.37,True,7,0
917,215,75,0.349,True,17,0
918,179,63,0.352,True,21,0
919,263,69,0.262,False,8,0
920,389,161,0.414,True,12,0
921,138,31,0.225,True,2,0
922,384,142,0.37,True,17,0
923,301,111,0.369,False,9,0
924,418,198,0.474,False,4,0
925,398,142,0.357,True,5,0
926,121,29,0.24,True,7,0
927,214,79,0.369,True,23,0
928,98,22,0.224,False,6,0
929,101,26,0.257,True,20,0
930,338,70,0.207,False,17,0
931,327,115,0.352,False,13,0
932,163,36,0.221,False,14,0
933,288,265,0.92,False,9,1
934,182,87,0.478,False,20,0
935,323,134,0.415,False,11,0
936,215,47,0.219,True,6,0
937,423,113,0.267,True,6,0
938,422,169,0.4,True,10,0
939,342,160,0.468,True,12,0
940,292,61,0.209,True,14,0
941,369,163,0.442,False,17,0
942,187,68,0.364,False,6,0
943,128,46,0.359,False,5,0
944,219,106,0.484,True,22,0
945,172,72,0.419,False,10,0
946,225,102,0.453,True,7,0
947,349,106,0.304,False,19,0
948,131,47,0.359,True,0,0
949,136,52,0.382,True,7,0
950,274,81,0.296,False,7,0
951,65,24,0.369,True,18,0
952,359,97,0.27,False,2,0
953,407,98,0.241,False,4,0
954,212,66,0.311,False,2,0
955,147,62,0.422,False,14,0
956,205,97,0.473,False,13,0
957,51,17,0.333,True,20,0
958,399,156,0.391,False,14,0
959,446,102,0.229,False,23,0
960,218,102,0.468,True,16,0
961,364,134,0.368,True,17,0
962,374,162,0.433,False,1,0
963,424,185,0.436,False,11,0
964,141,39,0.277,False,15,0
965,230,82,0.357,True,3,0
966,280,136,0.486,False,1,0
967,350,79,0.226,True,13,0
968,197,79,0.401,False,10,0
969,329,160,0.486,False,12,0
970,238,69,0.29,True,6,0
971,396,181,0.457,False,9,0
972,399,191,0.479,False,23,0
973,363,153,0.421,False,0,0
974,460,123,0.267,False,20,0
975,459,137,0.298,False,3,0
976,177,37,0.209,False,17,0
977,56,25,0.446,True,5,0
978,475,216,0.455,True,1,0
979,96,37,0.385,True,2,0
980,102,31,0.304,False,13,0
981,236,52,0.22,False,7,0
982,87,37,0.425,True,15,0
983,275,114,0.415,False,18,0
984,102,48,0.471,False,17,0
985,448,187,0.417,False,5,0
986,273,122,0.447,True,13,0
987,203,86,0.424,False,2,0
988,97,37,0.381,True,15,0
989,400,131,0.328,True,0,0
990,196,92,0.469,False,11,0
991,442,174,0.394,True,13,0
992,113,36,0.319,True,18,0
993,398,89,0.224,False,21,0
994,231,66,0.286,True,18,0
995,174,63,0.362,False,8,0
996,228,64,0.281,True,6,0
997,88,23,0.261,True,13,0
998,309,110,0.356,True,4,0
999,431,373,0.865,False,17,1
1000,52,22,0.423,False,8,0
1001,113,39,0.345,False,20,0
1002,78,29,0.372,False,6,0
1003,421,102,0.242,False,8,0
1004,60,17,0.283,True,3,0
1005,146,47,0.322,False,16,0
1006,407,180,0.442,False,11,0
1007,491,211,0.43,False,5,0
1008,252,67,0.266,True,17,0
1009,460,177,0.385,False,7,0
1010,70,19,0.271,False,20,0
1011,88,43,0.489,True,14,0
1012,272,255,0.938,False,2,1
1013,151,55,0.364,True,1,0
1014,95,38,0.4,False,23,0
1015,115,50,0.435,False,22,0
1016,140,58,0.414,False,8,0
1017,213,87,0.408,False,7,0
1018,160,78,0.488,True,3,0
1019,387,146,0.377,False,1,0
1020,172,67,0.39,False,13,0
1021,242,110,0.455,True,1,0
1022,496,198,0.399,False,1,0
1023,148,62,0.419,False,21,0
1024,340,294,0.865,False,6,1
1025,208,64,0.308,True,11,0
1026,461,112,0.243,True,5,0
1027,152,53,0.349,False,17,0
1028,434,146,0.336,False,3,0
1029,330,164,0.497,False,18,0
1030,92,35,0.38,False,12,0
1031,133,57,0.429,False,19,0
1032,240,72,0.3,False,20,0
1033,100,44,0.44,True,22,0
1034,435,167,0.384,False,1,0
1035,259,105,0.405,False,7,0
1036,175,50,0.286,False,18,0
1037,497,181,0.364,False,8,0
1038,118,46,0.39,True,3,0
1039,314,118,0.376,False,15,0
1040,307,145,0.472,True,18,0
1041,467,219,0.469,False,9,0
1042,237,116,0.489,True,5,0
1043,279,111,0.398,False,15,0
1044,238,116,0.487,True,9,0
1045,464,208,0.448,True,12,0
1046,59,16,0.271,True,8,0
1047,163,53,0.325,True,6,0
1048,125,33,0.264,True,3,0
1049,213,42,0.197,False,18,0
1050,134,34,0.254,False,3,0
1051,98,19,0.194,True,18,0
1052,375,155,0.413,True,18,0
1053,226,74,0.327,False,11,0
1054,436,128,0.294,False,12,0
1055,438,339,0.774,False,3,1
1056,267,120,0.449,False,9,0
1057,238,117,0.492,True,20,0
1058,395,155,0.392,True,6,0
1059,279,94,0.337,True,4,0
1060,304,88,0.289,False,16,0
1061,285,76,0.267,False,17,0
1062,75,58,0.773,False,10,1
1063,121,39,0.322,True,14,0
1064,310,154,0.497,True,20,0
1065,303,60,0.198,True,21,0
1066,320,82,0.256,False,6,0
1067,172,44,0.256,True,17,0
1068,193,80,0.415,False,5,0
1069,306,93,0.304,True,17,0
1070,193,65,0.337,False,15,0
1071,470,114,0.243,False,1,0
1072,308,99,0.321,False,18,0
1073,485,112,0.231,False,0,0
1074,96,34,0.354,False,10,0
1075,400,379,0.948,False,19,1
1076,62,27,0.435,False,4,0
1077,425,157,0.369,False,15,0
1078,257,107,0.416,False,22,0
1079,360,117,0.325,False,0,0
1080,284,89,0.313,False,18,0
1081,198,45,0.227,False,13,0
1082,371,132,0.356,True,2,0
1083,487,172,0.353,True,1,0
1084,204,69,0.338,False,23,0
1085,215,90,0.419,False,4,0
1086,139,62,0.446,False,16,0
1087,235,99,0.421,False,17,0
1088,367,89,0.243,False,0,0
1089,407,364,0.894,False,14,1
1090,223,49,0.22,True,21,0
1091,266,108,0.406,False,8,0
1092,444,139,0.313,False,22,0
1093,313,75,0.24,True,4,0
1094,146,66,0.452,False,12,0
1095,166,63,0.38,False,18,0
1096,248,75,0.302,True,23,0
1097,369,77,0.209,True,9,0
1098,70,25,0.357,False,19,0
1099,249,118,0.474,True,20,0
1100,420,159,0.379,True,13,0
1101,496,243,0.49,True,21,0
1102,390,296,0.759,False,20,1
1103,497,184,0.37,False,11,0
1104,297,130,0.438,False,10,0
1105,325,289,0.889,False,22,1
1106,313,71,0.227,False,6,0
1107,107,40,0.374,True,16,0
1108,351,134,0.382,True,17,0
1109,80,33,0.412,False,6,0
1110,298,127,0.426,True,23,0
1111,142,61,0.43,False,19,0
1112,314,125,0.398,False,5,0
1113,320,84,0.262,True,10,0
1114,143,45,0.315,False,11,0
1115,203,87,0.429,False,15,0
1116,443,215,0.485,False,18,0
1117,334,74,0.222,True,22,0
1118,129,46,0.357,False,18,0
1119,341,100,0.293,True,10,0
1120,133,35,0.263,False,15,0
1121,414,145,0.35,True,22,0
1122,423,352,0.832,False,11,1
1123,86,17,0.198,True,7,0
1124,391,169,0.432,True,2,0
1125,376,167,0.444,False,1,0
1126,456,223,0.489,False,5,0
1127,474,120,0.253,False,15,0
1128,281,106,0.377,False,19,0
1129,142,46,0.324,True,23,0
1130,385,115,0.299,False,14,0
1131,151,55,0.364,False,13,0
1132,461,200,0.434,True,1,0
1133,481,99,0.206,False,19,0
1134,215,105,0.488,False,17,0
1135,208,92,0.442,False,13,0
1136,63,26,0.413,False,17,0
1137,422,180,0.427,False,1,0
1138,274,86,0.314,True,0,0
1139,122,51,0.418,True,19,0
1140,298,94,0.315,False,1,0
1141,140,65,0.464,True,8,0
1142,265,67,0.253,True,8,0
1143,139,39,0.281,False,15,0
1144,78,28,0.359,False,10,0
1145,484,143,0.295,True,22,0
1146,354,115,0.325,False,5,0
1147,476,165,0.347,False,11,0
1148,269,122,0.454,True,2,0
1149,377,134,0.355,False,11,0
1150,264,81,0.307,False,22,0
1151,270,74,0.274,False,0,0
1152,438,141,0.322,False,8,0
1153,91,32,0.352,True,19,0
1154,184,77,0.418,False,21,0
1155,91,21,0.231,True,5,0
1156,213,56,0.263,False,10,0
1157,410,128,0.312,False,2,0
1158,332,102,0.307,False,3,0
1159,107,33,0.308,True,9,0
1160,351,153,0.436,True,18,0
1161,371,110,0.296,True,5,0
1162,74,25,0.338,False,0,0
1163,122,47,0.385,True,7,0
1164,422,113,0.268,False,7,0
1165,460,191,0.415,True,5,0
1166,178,64,0.36,False,16,0
1167,136,45,0.331,True,18,0
1168,379,167,0.441,False,0,0
1169,475,129,0.272,False,14,0
1170,485,225,0.464,False,12,0
1171,202,74,0.366,False,20,0
1172,231,187,0.81,False,2,1
1173,174,80,0.46,False,1,0
1174,116,51,0.44,True,2,0
1175,55,20,0.364,True,8,0
1176,174,74,0.425,False,15,0
1177,363,119,0.328,False,23,0
1178,375,136,0.363,False,12,0
1179,102,22,0.216,True,18,0
1180,115,26,0.226,True,17,0
1181,363,283,0.78,False,20,1
1182,131,28,0.214,True,11,0
1183,136,34,0.25,True,11,0
1184,51,22,0.431,True,0,0
1185,253,50,0.198,True,19,0
1186,199,56,0.281,False,7,0
1187,342,128,0.374,True,16,0
1188,453,171,0.377,False,20,0
1189,152,65,0.428,True,19,0
1190,73,25,0.342,False,21,0
1191,417,147,0.353,False,6,0
1192,261,108,0.414,True,8,0
1193,114,39,0.342,False,16,0
1194,498,190,0.382,True,9,0
1195,258,121,0.469,False,3,0
1196,300,96,0.32,True,21,0
1197,434,398,0.917,False,6,1
1198,166,126,0.759,False,6,1
1199,165,63,0.382,True,7,0
1200,286,59,0.206,False,23,0
1201,154,54,0.351,True,23,0
1202,308,135,0.438,False,7,0
1203,95,34,0.358,False,15,0
1204,360,101,0.281,False,11,0
1205,380,165,0.434,True,14,0
1206,265,74,0.279,False,7,0
1207,497,208,0.419,False,21,0
1208,350,134,0.383,True,8,0
1209,459,115,0.251,True,2,0
1210,382,308,0.806,False,21,1
1211,498,129,0.259,False,20,0
1212,73,36,0.493,True,15,0
1213,84,16,0.19,False,14,0
1214,73,20,0.274,True,23,0
1215,77,20,0.26,True,3,0
1216,65,13,0.2,False,19,0
1217,108,45,0.417,False,15,0
1218,292,119,0.408,False,9,0
1219,487,213,0.437,False,10,0
1220,256,70,0.273,False,4,0
1221,449,364,0.811,False,10,1
1222,320,127,0.397,True,12,0
1223,298,98,0.329,False,14,0
1224,316,129,0.408,False,5,0
1225,242,94,0.388,False,15,0
1226,384,90,0.234,True,14,0
1227,267,115,0.431,True,10,0
1228,164,68,0.415,True,19,0
1229,117,91,0.778,False,1,1
1230,348,85,0.244,False,1,0
1231,374,104,0.278,False,11,0
1232,446,141,0.316,True,15,0
1233,443,125,0.282,False,18,0
1234,124,33,0.266,False,1,0
1235,152,67,0.441,True,16,0
1236,346,135,0.39,False,13,0
1237,227,83,0.366,True,23,0
1238,264,70,0.265,True,15,0
1239,364,309,0.849,False,4,1
1240,88,22,0.25,False,9,0
1241,308,135,0.438,False,16,0
1242,253,123,0.486,False,12,0
1243,56,23,0.411,True,15,0
1244,98,48,0.49,False,8,0
1245,75,29,0.387,False,23,0
1246,210,55,0.262,False,3,0
1247,406,106,0.261,False,23,0
1248,225,66,0.293,True,15,0
1249,128,25,0.195,True,22,0
1250,51,20,0.392,False,10,0
1251,432,121,0.28,True,6,0
1252,465,206,0.443,False,16,0
1253,181,55,0.304,True,21,0
1254,325,111,0.342,True,12,0
1255,166,81,0.488,True,3,0
1256,213,58,0.272,False,13,0
1257,337,140,0.415,True,9,0
1258,77,32,0.416,False,9,0
1259,382,101,0.264,False,9,0
1260,50,17,0.34,True,11,0
1261,237,72,0.304,False,1,0
1262,105,45,0.429,False,22,0
1263,84,32,0.381,False,8,0
1264,161,55,0.342,False,4,0
1265,335,145,0.433,True,7,0
1266,359,97,0.27,True,20,0
1267,85,36,0.424,False,13,0
1268,488,224,0.459,True,6,0
1269,266,123,0.462,False,6,0
1270,129,56,0.434,False,8,0
1271,363,117,0.322,True,2,0
1272,132,65,0.492,False,13,0
1273,114,35,0.307,True,16,0
1274,374,146,0.39,True,17,0
1275,177,43,0.243,True,11,0
1276,356,175,0.492,False,21,0
1277,71,29,0.408,True,13,0
1278,265,199,0.751,False,12,1
1279,156,34,0.218,False,13,0
1280,158,67,0.424,False,8,0
1281,421,182,0.432,False,18,0
1282,406,163,0.401,False,1,0
1283,230,66,0.287,True,10,0
1284,405,140,0.346,False,16,0
1285,213,49,0.23,False,1,0
1286,117,39,0.333,False,18,0
1287,341,93,0.273,False,6,0
1288,229,69,0.301,False,17,0
1289,230,57,0.248,False,12,0
1290,483,129,0.267,False,4,0
1291,218,48,0.22,False,17,0
1292,451,214,0.475,False,22,0
1293,71,25,0.352,True,23,0
1294,115,36,0.313,False,23,0
1295,70,25,0.357,False,15,0
1296,149,57,0.383,False,14,0
1297,433,206,0.476,False,7,0
1298,349,88,0.252,False,14,0
1299,152,43,0.283,True,0,0
1300,96,47,0.49,False,16,0
1301,88,27,0.307,False,14,0
1302,334,69,0.207,True,13,0
1303,359,87,0.242,False,13,0
1304,139,28,0.201,False,9,0
1305,134,66,0.493,False,1,0
1306,322,91,0.283,True,5,0
1307,385,183,0.475,False,16,0
1308,237,118,0.498,False,4,0
1309,208,79,0.38,False,4,0
1310,292,61,0.209,True,14,0
1311,122,27,0.221,False,14,0
1312,98,33,0.337,False,19,0
1313,150,48,0.32,False,10,0
1314,51,19,0.373,False,4,0
1315,293,97,0.331,True,0,0
1316,225,108,0.48,False,10,0
1317,287,103,0.359,False,10,0
1318,447,182,0.407,False,5,0
1319,108,50,0.463,False,22,0
1320,402,98,0.244,False,7,0
1321,148,39,0.264,True,1,0
1322,491,114,0.232,False,14,0
1323,408,98,0.24,True,22,0
1324,491,173,0.352,True,21,0
1325,484,392,0.81,False,8,1
1326,51,16,0.314,False,14,0
1327,292,144,0.493,False,7,0
1328,346,85,0.246,False,15,0
1329,260,94,0.362,False,13,0
1330,172,39,0.227,False,14,0
1331,278,82,0.295,False,19,0
1332,131,46,0.351,True,12,0
1333,193,93,0.482,False,8,0
1334,437,409,0.936,False,0,1
1335,189,153,0.81,False,5,1
1336,78,24,0.308,True,7,0
1337,440,107,0.243,True,19,0
1338,319,85,0.266,True,17,0
1339,296,114,0.385,True,17,0
1340,61,13,0.213,False,16,0
1341,404,137,0.339,True,20,0
1342,438,167,0.381,True,15,0
1343,386,126,0.326,True,12,0
1344,155,31,0.2,True,21,0
1345,81,40,0.494,True,3,0
1346,123,38,0.309,False,3,0
1347,220,95,0.432,False,20,0
1348,386,114,0.295,True,13,0
1349,118,97,0.822,False,4,1
1350,350,110,0.314,False,15,0
1351,411,124,0.302,True,13,0
1352,186,38,0.204,False,13,0
1353,482,148,0.307,False,13,0
1354,466,217,0.466,False,23,0
1355,149,60,0.403,False,13,0
1356,195,47,0.241,True,18,0
1357,58,21,0.362,False,2,0
1358,111,51,0.459,False,16,0
1359,234,95,0.406,False,13,0
1360,78,19,0.244,True,9,0
1361,430,197,0.458,False,12,0
1362,163,47,0.288,False,21,0
1363,458,153,0.334,False,3,0
1364,192,68,0.354,True,10,0
1365,439,199,0.453,False,14,0
1366,169,81,0.479,False,14,0
1367,219,104,0.475,False,23,0
1368,206,41,0.199,False,1,0
1369,384,183,0.477,False,10,0
1370,398,86,0.216,False,1,0
1371,309,260,0.841,False,22,1
1372,131,46,0.351,False,4,0
1373,291,100,0.344,False,12,0
1374,490,186,0.38,True,0,0
1375,482,165,0.342,False,6,0
1376,221,106,0.48,False,6,0
1377,280,76,0.271,False,9,0
1378,257,72,0.28,False,5,0
1379,124,59,0.476,False,19,0
1380,319,71,0.223,False,11,0
1381,436,166,0.381,True,12,0
1382,163,65,0.399,False,23,0
1383,111,95,0.856,False,10,1
1384,411,167,0.406,True,17,0
1385,369,92,0.249,False,1,0
1386,151,68,0.45,False,15,0
1387,478,115,0.241,False,1,0
1388,411,131,0.319,True,18,0
1389,259,236,0.911,False,5,1
1390,491,178,0.363,False,0,0
1391,304,121,0.398,False,10,0
1392,69,33,0.478,True,17,0
1393,107,45,0.421,False,9,0
1394,161,58,0.36,False,17,0
1395,362,173,0.478,False,0,0
1396,245,84,0.343,False,18,0
1397,424,156,0.368,True,15,0
1398,402,152,0.378,False,6,0
1399,141,45,0.319,False,14,0
1400,101,45,0.446,True,0,0
1401,342,87,0.254,False,22,0
1402,57,20,0.351,False,20,0
1403,349,145,0.415,False,8,0
1404,147,69,0.469,True,1,0
1405,285,132,0.463,True,16,0
1406,438,154,0.352,True,23,0
1407,423,166,0.392,False,9,0
1408,118,37,0.314,False,5,0
1409,464,157,0.338,True,4,0
1410,94,44,0.468,False,7,0
1411,186,89,0.478,False,7,0
1412,283,132,0.466,False,4,0
1413,81,19,0.235,False,11,0
1414,338,153,0.453,False,6,0
1415,175,84,0.48,False,12,0
1416,116,35,0.302,False,12,0
1417,79,28,0.354,True,16,0
1418,163,70,0.429,True,3,0
1419,253,93,0.368,True,17,0
1420,78,38,0.487,False,9,0
1421,180,60,0.333,True,2,0
1422,234,96,0.41,True,11,0
1423,302,132,0.437,False,0,0
1424,335,116,0.346,True,10,0
1425,442,348,0.787,False,17,1
1426,459,424,0.924,False,12,1
1427,435,140,0.322,False,16,0
1428,111,100,0.901,False,7,1
1429,52,16,0.308,False,19,0
1430,479,201,0.42,False,18,0
1431,117,55,0.47,False,16,0
1432,74,20,0.27,False,1,0
1433,228,69,0.303,False,2,0
1434,190,46,0.242,True,2,0
1435,280,114,0.407,True,5,0
1436,349,170,0.487,True,9,0
1437,212,83,0.392,True,23,0
1438,360,138,0.383,True,21,0
1439,442,161,0.364,True,17,0
1440,179,40,0.223,False,17,0
1441,494,441,0.893,False,13,1
1442,295,112,0.38,True,15,0
1443,346,137,0.396,False,6,0
1444,221,103,0.466,True,0,0
1445,113,49,0.434,True,16,0
1446,80,34,0.425,False,22,0
1447,96,45,0.469,True,4,0
1448,179,88,0.492,True,0,0
1449,401,150,0.374,False,20,0
1450,382,88,0.23,False,16,0
1451,159,53,0.333,False,9,0
1452,118,51,0.432,True,11,0
1453,107,22,0.206,False,19,0
1454,155,33,0.213,False,1,0
1455,349,76,0.218,False,22,0
1456,379,158,0.417,False,15,0
1457,305,106,0.348,False,14,0
1458,361,112,0.31,True,12,0
1459,220,50,0.227,False,17,0
1460,432,181,0.419,False,19,0
1461,211,62,0.294,False,21,0
1462,335,93,0.278,False,13,0
1463,120,47,0.392,False,17,0
1464,304,111,0.365,False,1,0
1465,423,324,0.766,False,1,1
1466,104,40,0.385,False,2,0
1467,372,280,0.753,False,4,1
1468,446,195,0.437,True,15,0
1469,52,13,0.25,True,21,0
1470,75,18,0.24,False,14,0
1471,362,157,0.434,False,11,0
1472,175,72,0.411,False,8,0
1473,457,116,0.254,False,13,0
1474,102,23,0.225,True,20,0
1475,247,111,0.449,True,15,0
1476,348,150,0.431,False,10,0
1477,237,70,0.295,True,5,0
1478,235,93,0.396,True,9,0
1479,354,83,0.234,True,7,0
1480,347,122,0.352,True,15,0
1481,253,52,0.206,False,2,0
1482,499,158,0.317,True,1,0
1483,60,13,0.217,False,15,0
1484,408,139,0.341,True,18,0
1485,403,131,0.325,False,8,0
1486,195,64,0.328,True,15,0
1487,134,28,0.209,False,21,0
1488,149,45,0.302,False,3,0
1489,153,65,0.425,True,9,0
1490,485,150,0.309,False,18,0
1491,95,39,0.411,False,12,0
1492,93,28,0.301,False,17,0
1493,327,106,0.324,True,14,0
1494,230,84,0.365,False,3,0
1495,236,114,0.483,False,8,0
1496,163,37,0.227,True,3,0
1497,304,63,0.207,True,15,0
1498,430,164,0.381,False,20,0
1499,429,207,0.483,False,14,0
1500,79,39,0.494,False,23,0
1501,313,108,0.345,False,1,0
1502,147,50,0.34,False,13,0
1503,362,142,0.392,True,2,0
1504,416,152,0.365,True,21,0
1505,378,147,0.389,False,22,0
1506,164,75,0.457,False,3,0
1507,325,137,0.422,True,0,0
1508,330,115,0.348,False,22,0
1509,324,109,0.336,False,8,0
1510,310,121,0.39,False,16,0
1511,380,127,0.334,False,13,0
1512,256,86,0.336,False,16,0
1513,433,376,0.868,False,0,1
1514,377,95,0.252,False,9,0
1515,260,90,0.346,False,22,0
1516,264,117,0.443,False,15,0
1517,460,130,0.283,False,18,0
1518,89,31,0.348,False,23,0
1519,75,22,0.293,True,2,0
1520,76,17,0.224,True,11,0
1521,239,116,0.485,False,2,0
1522,132,60,0.455,True,14,0
1523,433,96,0.222,True,16,0
1524,483,200,0.414,False,17,0
1525,219,66,0.301,False,6,0
1526,462,230,0.498,True,18,0
1527,216,62,0.287,False,6,0
1528,237,64,0.27,False,4,0
1529,218,80,0.367,False,7,0
1530,338,152,0.45,False,20,0
1531,278,71,0.255,False,15,0
1532,146,60,0.411,True,15,0
1533,416,90,0.216,True,18,0
1534,65,30,0.462,False,14,0
1535,328,73,0.223,False,6,0
1536,184,87,0.473,False,4,0
1537,75,26,0.347,False,22,0
1538,401,134,0.334,False,10,0
1539,61,30,0.492,False,9,0
1540,121,60,0.496,True,20,0
1541,182,71,0.39,True,22,0
1542,155,36,0.232,False,8,0
1543,269,94,0.349,True,0,0
1544,422,151,0.358,True,19,0
1545,226,208,0.92,False,0,1
1546,331,122,0.369,False,7,0
1547,182,37,0.203,False,2,0
1548,71,29,0.408,True,1,0
1549,318,131,0.412,True,3,0
1550,461,108,0.234,True,18,0
1551,210,182,0.867,False,10,1
1552,156,57,0.365,True,4,0
1553,328,132,0.402,False,23,0
1554,402,90,0.224,False,9,0
1555,284,110,0.387,False,23,0
1556,67,19,0.284,True,22,0
1557,291,102,0.351,False,7,0
1558,166,71,0.428,False,12,0
1559,335,137,0.409,False,4,0
1560,331,78,0.236,False,11,0
1561,193,72,0.373,True,12,0
1562,254,124,0.488,False,21,0
1563,88,21,0.239,True,7,0
1564,466,212,0.455,True,14,0
1565,203,83,0.409,True,12,0
1566,225,97,0.431,False,0,0
1567,498,141,0.283,False,21,0
1568,290,83,0.286,True,5,0
1569,471,222,0.471,False,10,0
1570,435,133,0.306,True,12,0
1571,418,91,0.218,False,20,0
1572,183,69,0.377,True,19,0
1573,95,22,0.232,True,0,0
1574,99,43,0.434,False,10,0
1575,215,84,0.391,True,10,0
1576,155,71,0.458,False,7,0
1577,265,115,0.434,True,21,0
1578,195,45,0.231,False,2,0
1579,460,144,0.313,True,18,0
1580,474,204,0.43,False,11,0
1581,121,39,0.322,False,5,0
1582,379,186,0.491,True,22,0
1583,322,135,0.419,False,7,0
1584,296,60,0.203,True,4,0
1585,495,392,0.792,False,9,1
1586,462,106,0.229,True,21,0
1587,235,56,0.238,False,15,0
1588,119,50,0.42,False,11,0
1589,199,91,0.457,False,16,0
1590,295,106,0.359,False,5,0
1591,311,89,0.286,False,8,0
1592,75,57,0.76,False,9,1
1593,472,142,0.301,False,19,0
1594,189,56,0.296,False,13,0
1595,148,40,0.27,True,13,0
1596,447,171,0.383,False,16,0
1597,327,153,0.468,False,15,0
1598,100,29,0.29,False,3,0
1599,200,51,0.255,False,1,0
1600,481,217,0.451,True,15,0
1601,153,64,0.418,False,0,0
1602,483,231,0.478,True,2,0
1603,138,34,0.246,True,22,0
1604,190,46,0.242,True,10,0
1605,262,94,0.359,False,15,0
1606,282,108,0.383,True,17,0
1607,443,152,0.343,True,14,0
1608,232,88,0.379,False,8,0
1609,300,76,0.253,True,11,0
1610,58,19,0.328,True,17,0
1611,128,50,0.391,True,4,0
1612,101,33,0.327,True,23,0
1613,435,175,0.402,False,7,0
1614,458,153,0.334,True,2,0
1615,318,95,0.299,False,1,0
1616,275,80,0.291,False,18,0
1617,100,88,0.88,False,7,1
1618,235,48,0.204,True,1,0
1619,83,33,0.398,False,18,0
1620,340,154,0.453,False,0,0
1621,279,85,0.305,True,21,0
1622,180,38,0.211,True,12,0
1623,169,83,0.491,False,22,0
1624,492,440,0.894,False,19,1
1625,375,89,0.237,True,16,0
1626,296,92,0.311,False,2,0
1627,481,202,0.42,False,8,0
1628,241,69,0.286,True,4,0
1629,452,168,0.372,False,5,0
1630,372,120,0.323,True,3,0
1631,259,60,0.232,False,16,0
1632,152,45,0.296,False,20,0
1633,378,157,0.415,False,20,0
1634,421,161,0.382,False,20,0
1635,182,42,0.231,False,15,0
1636,372,92,0.247,False,15,0
1637,188,73,0.388,False,21,0
1638,170,75,0.441,True,10,0
1639,143,112,0.783,False,1,1
1640,178,67,0.376,False,16,0
1641,140,35,0.25,False,14,0
1642,141,41,0.291,True,17,0
1643,112,23,0.205,False,9,0
1644,78,33,0.423,False,5,0
1645,259,82,0.317,False,20,0
1646,61,27,0.443,False,15,0
1647,382,157,0.411,True,4,0
1648,346,155,0.448,True,11,0
1649,179,51,0.285,True,5,0
1650,342,87,0.254,True,13,0
1651,222,109,0.491,False,22,0
1652,257,106,0.412,False,15,0
1653,481,216,0.449,False,6,0
1654,73,14,0.192,False,1,0
1655,148,45,0.304,True,5,0
1656,455,192,0.422,True,8,0
1657,405,90,0.222,True,6,0
1658,188,69,0.367,True,1,0
1659,363,119,0.328,False,18,0
1660,223,45,0.202,True,7,0
1661,78,21,0.269,True,10,0
1662,468,133,0.284,True,3,0
1663,192,44,0.229,False,15,0
1664,365,142,0.389,False,17,0
1665,400,302,0.755,False,12,1
1666,91,25,0.275,False,4,0
1667,348,163,0.468,False,1,0
1668,257,87,0.339,True,10,0
1669,379,120,0.317,False,0,0
1670,482,201,0.417,False,12,0
1671,241,113,0.469,False,4,0
1672,209,43,0.206,False,17,0
1673,113,37,0.327,True,13,0
1674,292,111,0.38,False,12,0
1675,307,90,0.293,True,6,0
1676,201,86,0.428,False,7,0
1677,264,129,0.489,True,17,0
1678,371,179,0.482,True,6,0
1679,215,60,0.279,False,19,0
1680,80,21,0.262,False,16,0
1681,420,204,0.486,True,15,0
1682,281,233,0.829,False,10,1
1683,331,86,0.26,False,18,0
1684,78,32,0.41,True,0,0
1685,244,69,0.283,False,20,0
1686,383,107,0.279,False,7,0
1687,305,141,0.462,False,0,0
1688,330,82,0.248,True,8,0
1689,353,77,0.218,True,18,0
1690,370,103,0.278,False,20,0
1691,486,185,0.381,False,8,0
1692,372,88,0.237,False,20,0
1693,395,134,0.339,True,9,0
1694,451,175,0.388,False,23,0
1695,442,200,0.452,False,22,0
1696,343,92,0.268,True,10,0
